epoch,loss,lr,val_loss
0,0.040288992188870908,0.0001,0.03255073398351669
1,0.039821929596364498,0.0001,0.032532584697008135
2,0.037175424434244632,0.0001,0.032990901529788973
3,0.037372358106076718,0.0001,0.032697259008884427
4,0.037347967363893987,0.0001,0.032822325289249422
5,0.037519364282488823,0.0001,0.032618619978427889
6,0.03724122665822506,0.0001,0.03288056629896164
7,0.037145336456596852,0.0001,0.032683336406946185
8,0.03637202635407448,0.0001,0.032645479559898376
9,0.037740410342812537,0.0001,0.032849288433790209
10,0.038840497881174087,0.0001,0.032673876553773878
11,0.037215414717793466,0.0001,0.0326812929213047
12,0.03767849538475275,0.0001,0.032782002657651903
13,0.03677857168018818,0.0001,0.032969563633203504
14,0.036527218371629713,0.0001,0.032667511284351351
15,0.035715684555470945,0.0001,0.03278380459547043
16,0.036128559447824955,0.0001,0.032796467244625094
17,0.036622527353465557,0.0001,0.032627733319997784
18,0.037821635678410528,0.0001,0.033215580880641936
19,0.035404212698340418,0.0001,0.032845754384994506
20,0.035889511406421659,0.0001,0.032862837910652164
21,0.038484006226062774,0.0001,0.032688315570354461
22,0.038290755227208137,0.0001,0.032829397797584536
23,0.037113573402166367,0.0001,0.032790293127298357
24,0.037069674171507361,0.0001,0.033359869718551635
25,0.037778617963194844,0.0001,0.033372209310531614
26,0.037455578185617927,0.0001,0.032750556677579881
27,0.036699136309325697,0.0001,0.032709010601043705
28,0.035175806023180482,0.0001,0.032839106589555737
29,0.036935994625091555,0.0001,0.033346993893384934
30,0.037224846109747883,0.0001,0.032625847250223161
31,0.039656967334449289,0.0001,0.033061349898576738
32,0.035502127781510351,0.0001,0.032706423372030259
33,0.037644572332501409,0.0001,0.033274666607379912
34,0.037058255486190322,0.0001,0.032513438075780866
35,0.036184515841305255,0.0001,0.032753364205360409
36,0.035696788020431997,0.0001,0.032824205338954929
37,0.037127201445400715,0.0001,0.033105008542537687
38,0.037211766093969346,0.0001,0.032694925993680957
39,0.035645421370863913,0.0001,0.032838424295186998
40,0.036273800358176234,0.0001,0.033058848917484285
41,0.036788084991276261,0.0001,0.032679086983203889
42,0.03637814946472645,0.0001,0.032894195795059207
43,0.036933964341878893,0.0001,0.03284509652853012
44,0.035558001175522803,0.0001,0.032648816645145413
45,0.036401949673891071,0.0001,0.032476196467876431
46,0.036805899515748024,0.0001,0.033218013763427735
47,0.034899669438600539,0.0001,0.032701948076486589
48,0.035957470797002317,0.0001,0.032859564930200577
49,0.035014763846993445,0.0001,0.032939245641231539
50,0.034846617095172408,0.0001,0.032894370257854459
51,0.034870354309678081,0.0001,0.032754441738128665
52,0.036460640914738177,0.0001,0.032876133739948271
53,0.035825693123042582,0.0001,0.032890800893306732
54,0.036175467185676095,0.0001,0.033391058772802351
55,0.037268647477030757,0.0001,0.032575816273689273
56,0.035102776810526849,0.0001,0.032712440311908723
57,0.036330412738025189,0.0001,0.03283313304185867
58,0.037618674114346502,0.0001,0.03273844373226166
59,0.03434787608683109,0.0001,0.033048645853996278
60,0.03621360030025244,0.0001,0.032678036004304883
61,0.035084976591169832,0.0001,0.032659210503101346
62,0.035500551909208297,0.0001,0.032612647116184237
63,0.033152129836380481,0.0001,0.032634389698505399
64,0.034198683537542823,0.0001,0.032519892126321795
65,0.035383446849882601,0.0001,0.032674378067255018
66,0.03540956597775221,0.0001,0.032564145326614377
67,0.036683227047324178,0.0001,0.032624717056751254
68,0.03471756160259247,0.0001,0.032363200902938843
69,0.035978000797331336,0.0001,0.032516202509403229
70,0.033965286090970041,0.0001,0.033028229832649234
71,0.036943658441305163,0.0001,0.032571844816207889
72,0.035700418390333652,0.0001,0.032492725461721418
73,0.033740336187183854,0.0001,0.032517376244068148
74,0.035569007024168965,0.0001,0.032571532100439074
75,0.03486625116318464,0.0001,0.032701569676399228
76,0.035649786330759527,0.0001,0.032463248670101169
77,0.034602965675294396,0.0001,0.032576813131570813
78,0.034697236493229866,0.0001,0.03255899077653885
79,0.036883016526699064,0.0001,0.032578629076480868
80,0.035499825142323971,0.0001,0.032696148395538333
81,0.036740638017654419,0.0001,0.032499013215303421
82,0.036134360283613207,0.0001,0.032861948490142824
83,0.037196608521044255,0.0001,0.032606484442949293
84,0.035528242848813535,0.0001,0.032722216248512265
85,0.035138045884668824,5e-05,0.032577942669391631
86,0.037339721024036404,5e-05,0.032458525925874712
87,0.035750325024127963,5e-05,0.032767185986042023
88,0.033866300843656064,5e-05,0.032709212362766263
89,0.034963353760540487,5e-05,0.032472907185554505
90,0.034822193644940852,5e-05,0.032424011111259463
91,0.03758195176720619,5e-05,0.03274418967962265
92,0.035637298226356508,5e-05,0.032603298425674436
93,0.037045628353953364,5e-05,0.03251911550760269
94,0.034328612796962261,5e-05,0.032551383465528487
95,0.035895220041275024,5e-05,0.03246770942211151
96,0.036056022197008132,5e-05,0.032492056161165239
97,0.035945295616984368,5e-05,0.032501363784074783
98,0.034361704029142855,5e-05,0.032490265011787416
99,0.034721459783613684,5e-05,0.032532070189714435
100,0.032670110464096069,5e-05,0.032428477048873902
