epoch,loss,lr,val_loss
83,0.074348358903080225,0.0005,0.037768619395792485
84,0.07072642887942493,0.0005,0.039514356739819047
85,0.068745204596780241,0.0005,0.037255026996135712
86,0.071202995954081416,0.0005,0.037935584411025049
87,0.069358625961467621,0.0005,0.039038085415959357
88,0.072140827751718456,0.0005,0.038437060900032523
89,0.072069881064817307,0.0005,0.037754514180123808
90,0.070132577791810036,0.0005,0.038200720846652984
91,0.074068851326592272,0.0005,0.03805482394993305
92,0.070608724351041013,0.0005,0.037412630058825017
93,0.070782554429024452,0.0005,0.038454600535333158
94,0.070194317190907893,0.0005,0.039426081366837028
95,0.0689107148675248,0.0005,0.03799492169171572
96,0.069572183885611594,0.0005,0.037845107726752758
97,0.070931902294978505,0.0005,0.038210302852094175
98,0.071282846597023303,0.0005,0.039265535883605478
99,0.069759057555347684,0.0005,0.038074694797396662
100,0.07075899357441813,0.0005,0.038457974418997766
101,0.069887394760735327,0.0005,0.038132292851805687
102,0.070645023719407618,0.0005,0.038082349859178063
103,0.070688752690330148,0.0005,0.037999302670359614
104,0.070484654139727348,0.0005,0.038029120191931727
105,0.072322035487741229,0.0005,0.03819510366767645
106,0.071840864885598418,0.0005,0.037720101363956926
107,0.071298210904933518,0.00025,0.037104249894618989
108,0.07007264534477145,0.00025,0.03656386211514473
109,0.069363785977475348,0.00025,0.036912165731191632
110,0.067406165832653644,0.00025,0.036490358300507071
111,0.07005198928527534,0.00025,0.036929704062640664
112,0.069707839842885727,0.00025,0.036609263941645626
113,0.070242142747156316,0.00025,0.036825508661568168
114,0.067239243560470646,0.00025,0.036700934357941153
115,0.067914191540330654,0.00025,0.036641307324171063
116,0.06778246071189642,0.00025,0.036769062355160712
117,0.069190338347107166,0.00025,0.036141737885773184
118,0.069086562329903248,0.00025,0.036834448538720609
119,0.070109658944420519,0.00025,0.036568082273006439
120,0.068349158298224216,0.00025,0.038462265394628048
121,0.068598548648878932,0.00025,0.036632768958806988
122,0.071070190169848502,0.00025,0.035936088934540748
0,0.069593348237685856,0.0001,0.035915154293179513
1,0.06568391972687096,0.0001,0.036120578683912753
2,0.066059524659067392,0.0001,0.03588669050484896
3,0.068650158331729466,0.0001,0.03614947885274887
4,0.068983283871784803,0.0001,0.035733836889266971
5,0.068153246329166001,0.0001,0.035590626150369647
6,0.069032792700454593,0.0001,0.035603900477290153
7,0.066170052648521965,0.0001,0.03572643291205168
8,0.067387639265507462,0.0001,0.03573116637766361
9,0.066439452464692295,0.0001,0.035551659129559994
10,0.069056375487707558,0.0001,0.035693369731307031
11,0.069810851872898635,0.0001,0.035788953229784967
12,0.067933819442987445,0.0001,0.035945623964071277
13,0.06871705136727542,1e-05,0.035600874684751031
14,0.067963969148695472,1e-05,0.03554311219602823
15,0.066528436937369401,1e-05,0.03543533653020859
16,0.068586545926518735,1e-05,0.035478243306279182
17,0.06452105357311666,1e-05,0.035418919958174228
18,0.068644845881499356,1e-05,0.035393772348761558
19,0.066481369873508805,1e-05,0.035399534031748774
20,0.066619960195384922,1e-05,0.035441182553768158
21,0.06670430747326464,1e-05,0.035402663797140119
22,0.065927543118596083,1e-05,0.03535812892019749
23,0.067195448139682409,1e-05,0.035391092263162137
24,0.06747278559487313,1e-05,0.035356259681284426
25,0.066299042454920715,1e-05,0.035321533493697641
26,0.069128327304497361,1e-05,0.035303839854896067
